Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
"{'Edukasi', 'Alat Seni'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Komik', 'Alat Kantor/Sekolah', 'Buku Anak'}",{'Toko buku independen lainnya'},{'Kado atau hadiah'},"{'Literasi', 'Aktivitas Rekreasional'}",{'Daily needs'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
{'Alat Seni'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle', 'Seni'}",{'Self Wear'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},3
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Netral'},{'Netral'},{'Sangat Setuju'},{'Netral'},3
"{'Sport & mainanan', 'Novel Fiksi', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Lifestyle', 'Seni'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Buku Anak', 'Alat Seni'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},{'Self Wear'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Edukasi', 'Sport & mainanan'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},"{'Literasi', 'Lifestyle', 'Seni'}","{'edukasi', 'Daily needs'}",{'Netral'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Edukasi'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Seni'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Seni'},{'Self Wear'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},4
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Sangat Setuju'},3
"{'Alat Kantor/Sekolah', 'Buku Anak', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Seni'},{'Self Wear'},{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},1
{'Buku Anak'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},0
"{'Novel Fiksi', 'Alat Seni'}",{'Toko alat tulis lainnya'},{'Hiburan atau relaksasi'},"{'Literasi', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Seni'},"{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Buku Anak', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
"{'Edukasi', 'Alat Seni'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Netral'},{'Setuju'},{'Netral'},{'Netral'},3
"{'Sport & mainanan', 'Komik', 'Alat Seni'}",{'Toko Gramedia'},{'Kado atau hadiah'},{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},4
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Buku Anak'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},1
"{'Buku Non-Fiksi', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Edukasi', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Sangat Setuju'},0
"{'Alat Kantor/Sekolah', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Literasi'},"{'Self Wear', 'Daily needs', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Edukasi', 'Komik'}",{'Website Gramedia.com'},{'Kado atau hadiah'},"{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Buku Anak'}",{'Toko alat tulis lainnya'},{'Menambah pengetahuan'},"{'Literasi', 'Seni'}","{'edukasi', 'Self Wear'}",{'Netral'},{'Tidak Setuju'},{'Netral'},{'Setuju'},1
{'Komik'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Lifestyle'},{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Edukasi', 'Buku Anak', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Seni'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},4
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Edukasi', 'Alat Kantor/Sekolah', 'Novel Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},{'Untuk mengekspresikan kreativitas'},{'Lifestyle'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Netral'},4
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},0
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Komik'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'Daily needs'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},0
{'Alat Seni'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle'}",{'Self Wear'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},0
{'Buku Anak'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'Daily needs'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},0
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle'}",{'Self Wear'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Sport & mainanan', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Literasi'},"{'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Website Gramedia.com'},{'Hiburan atau relaksasi'},"{'Lifestyle', 'Aktivitas Rekreasional'}",{'Alat Seni'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Edukasi', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},2
{'Sport & mainanan'},{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Literasi'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},0
{'Alat Seni'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Lifestyle', 'Seni'}",{'Self Wear'},{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Setuju'},4
{'Sport & mainanan'},{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Seni'},"{'edukasi', 'Self Wear'}",{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
{'Sport & mainanan'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'Alat Seni'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},3
{'Alat Seni'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},{'Self Wear'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},1
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},{'Setuju'},4
"{'Alat Kantor/Sekolah', 'Buku Anak'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},2
"{'Sport & mainanan', 'Novel Fiksi', 'Alat Seni'}",{'Toko alat tulis lainnya'},{'Kado atau hadiah'},{'Literasi'},"{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Setuju'},1
"{'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}",{'Toko alat tulis lainnya'},{'Kado atau hadiah'},{'Literasi'},"{'edukasi', 'Alat Seni'}",{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},3
"{'Alat Kantor/Sekolah', 'Komik'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Novel Fiksi'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Literasi'},{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Netral'},{'Sangat Setuju'},3
{'Edukasi'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Daily needs'}",{'Netral'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},3
"{'Sport & mainanan', 'Komik', 'Alat Seni'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'Daily needs', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Setuju'},{'Netral'},4
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},{'Untuk mengekspresikan kreativitas'},"{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},2
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Edukasi', 'Komik'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},3
"{'Alat Kantor/Sekolah', 'Komik', 'Buku Non-Fiksi'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},2
{'Alat Seni'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Literasi'},{'edukasi'},{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Edukasi', 'Alat Kantor/Sekolah', 'Komik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Kado atau hadiah'},"{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},1
{'Alat Seni'},{'Toko alat tulis lainnya'},{'Hiburan atau relaksasi'},"{'Literasi', 'Lifestyle', 'Seni'}","{'edukasi', 'Daily needs', 'Alat Seni'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Buku Anak', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},4
"{'Alat Kantor/Sekolah', 'Komik', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'Daily needs'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},3
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Seni'}",{'Daily needs'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
{'Buku Anak'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},4
{'Buku Anak'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},{'Seni'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Setuju'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Alat Kantor/Sekolah', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},"{'Lifestyle', 'Seni'}",{'Daily needs'},{'Setuju'},{'Netral'},{'Netral'},{'Sangat Setuju'},3
"{'Komik', 'Buku Non-Fiksi'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},2
{'Buku Anak'},{'Toko buku independen lainnya'},{'Menambah pengetahuan'},"{'Literasi', 'Lifestyle'}",{'Daily needs'},{'Netral'},{'Netral'},{'Setuju'},{'Setuju'},3
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Literasi'},"{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Sport & mainanan'},{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
"{'Edukasi', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},2
"{'Sport & mainanan', 'Alat Seni'}",{'Toko alat tulis lainnya'},{'Kado atau hadiah'},"{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},1
{'Alat Seni'},{'Toko alat tulis lainnya'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Lifestyle', 'Seni'}",{'edukasi'},{'Netral'},{'Setuju'},{'Netral'},{'Tidak Setuju'},1
"{'Edukasi', 'Alat Kantor/Sekolah', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Seni'},{'Self Wear'},{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
"{'Komik', 'Novel Fiksi', 'Buku Anak'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Komik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},1
