Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Novel Fiksi', 'Komik/Novel Grafis', 'Perlengkapan Seni/Kreatif'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Setuju'},5
"{'Alat Olahraga', 'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)', 'Belanja online/offline', 'Olahraga'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Jurnal/Perencana (Planner)'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Musik & kesenian'}",{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Musik', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},{'Hiburan atau relaksasi'},{'Belanja online/offline'},"{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Mainan/Collectible item', 'Buku Anak', 'Perlengkapan Kantor atau Sekolah'}",{'Website Gramedia.com'},{'Menambah pengetahuan'},"{'Menulis (diari, blog, atau lainnya)', 'Membaca buku atau majalah', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},3
"{'Komik/Novel Grafis', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Mainan', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Anak', 'Komik/Novel Grafis'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}",{'Bermain game (offline/online)'},{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},2
"{'Mainan/Collectible item', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Musik'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Setuju'},{'Setuju'},{'Sangat Setuju'},{'Setuju'},2
"{'Komik/Novel Grafis', 'Alat Musik'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Melukis atau menggambar'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},0
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Membaca buku atau majalah'},{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Alat Tulis Umum (Kantor/Sekolah)'},{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Belanja online/offline', 'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},2
{'Alat Tulis Umum (Kantor/Sekolah)'},{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Menghadiri acara budaya atau edukasi'},{'Mainan'},{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Travelling', 'Bermain musik', 'Menghadiri acara budaya atau edukasi'}",{'Mainan'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},1
{'Perlengkapan Kantor atau Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Belanja online/offline'},{'Alat Olahraga'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Olahraga'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Bermain musik', 'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Novel Fiksi', 'Buku Anak', 'Alat Olahraga'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Menghadiri acara budaya atau edukasi'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Sangat Setuju'},{'Netral'},4
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},{'Hiburan atau relaksasi'},{'Belanja online/offline'},"{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Olahraga'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Mainan/Collectible item', 'Perlengkapan Kantor atau Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},3
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Belanja online/offline', 'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}",{'Alat Olahraga'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Menghadiri acara budaya atau edukasi'},"{'Mainan', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
"{'Komik/Novel Grafis', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Travelling', 'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Alat Musik & kesenian', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Musik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Membaca buku atau majalah'},{'Kesehatan dan Kecantikan'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Olahraga'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Menghadiri acara budaya atau edukasi'},{'Alat Olahraga'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},0
{'Perlengkapan Kantor atau Sekolah'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Belanja online/offline', 'Travelling'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},0
{'Alat Musik'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Menghadiri acara budaya atau edukasi'},{'Alat Tulis kantor atau sekolah'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},3
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Novel Fiksi'}",{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Olahraga', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Olahraga'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},5
{'Mainan/Collectible item'},{'Toko alat tulis lainnya'},{'Hiburan atau relaksasi'},"{'Bermain game (offline/online)', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},5
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Travelling', 'Belanja online/offline', 'Membaca buku atau majalah'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Hiburan atau relaksasi'},{'Travelling'},"{'Alat Musik & kesenian', 'Alat Olahraga'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},4
"{'Mainan/Collectible item', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Bermain game (offline/online)'},"{'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Novel Fiksi', 'Alat Olahraga'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Membaca buku atau majalah', 'Olahraga'}","{'Alat Tulis kantor atau sekolah', 'Kesehatan dan Kecantikan'}",{'Netral'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif', 'Alat Olahraga'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Tidak Setuju'},3
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Belanja online/offline'},"{'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},2
"{'Perlengkapan Kantor atau Sekolah', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Membaca buku atau majalah', 'Olahraga', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Kesehatan dan Kecantikan'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},5
{'Buku Anak'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Menghadiri acara budaya atau edukasi'},{'Kesehatan dan Kecantikan'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},{'Setuju'},1
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},{'Menambah pengetahuan'},"{'Menulis (diari, blog, atau lainnya)', 'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Mainan', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Novel Fiksi'},{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Bermain musik', 'Membaca buku atau majalah', 'Olahraga'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Kesehatan dan Kecantikan'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Jurnal/Perencana (Planner)', 'Buku Anak', 'Alat Olahraga'}",{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},{'Bermain game (offline/online)'},"{'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},1
{'Novel Fiksi'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Belanja online/offline', 'Olahraga'}",{'Kesehatan dan Kecantikan'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Travelling', 'Menghadiri acara budaya atau edukasi'}",{'Mainan'},{'Setuju'},{'Netral'},{'Netral'},{'Sangat Setuju'},3
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Anak'}",{'Toko Gramedia'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Travelling', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Novel Fiksi', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Melukis atau menggambar'},"{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},0
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Kado atau hadiah'},"{'Travelling', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Kesehatan dan Kecantikan', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Musik'},{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Belanja online/offline', 'Olahraga'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Olahraga'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
"{'Perlengkapan Seni/Kreatif', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Olahraga'}",{'Kesehatan dan Kecantikan'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},5
"{'Buku Anak', 'Komik/Novel Grafis', 'Alat Musik'}",{'Aplikasi Gramedia Digital (ebook)'},{'Untuk mengekspresikan kreativitas'},{'Bermain game (offline/online)'},{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},"{'Membaca buku atau majalah', 'Melukis atau menggambar'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},3
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Travelling'},"{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Melukis atau menggambar', 'Bermain musik', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Membaca buku atau majalah'},"{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif', 'Alat Olahraga'}",{'Toko alat tulis lainnya'},{'Untuk mengekspresikan kreativitas'},"{'Travelling', 'Belanja online/offline', 'Menghadiri acara budaya atau edukasi'}","{'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},0
{'Novel Fiksi'},{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Setuju'},1
"{'Alat Olahraga', 'Alat Musik', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Membaca buku atau majalah'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},0
"{'Perlengkapan Seni/Kreatif', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Travelling', 'Menghadiri acara budaya atau edukasi', 'Bermain game (offline/online)'}","{'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},2
"{'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Musik'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Menulis (diari, blog, atau lainnya)', 'Membaca buku atau majalah'}",{'Kesehatan dan Kecantikan'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif', 'Buku Anak'}",{'Toko Gramedia'},{'Untuk mengekspresikan kreativitas'},"{'Menghadiri acara budaya atau edukasi', 'Melukis atau menggambar'}",{'Alat Musik & kesenian'},{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Netral'},1
"{'Mainan/Collectible item', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},{'Hiburan atau relaksasi'},"{'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},5
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Anak'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},0
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Bermain musik'},"{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},3
"{'Perlengkapan Seni/Kreatif', 'Alat Olahraga', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Website Gramedia.com'},{'Hiburan atau relaksasi'},{'Bermain game (offline/online)'},"{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},3
"{'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},{'Untuk mengekspresikan kreativitas'},"{'Bermain musik', 'Olahraga'}",{'Alat Musik & kesenian'},{'Netral'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},4
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Menambah pengetahuan', 'Kado atau hadiah'}","{'Membaca buku atau majalah', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},0
